Gene,Non-unique Gene name,Annotation,Bvulgatus_003,Bvulgatus_002,Bvulgatus_001,Bvulgatus_007,Bvulgatus_005,Bvulgatus_004,Bvulgatus_008,Bvulgatus_006,Bvulgatus_009,Bvulgatus_010,Bvulgatus_011,Bvulgatus_012,Bvulgatus_013,Bvulgatus_015,Bvulgatus_014,Bvulgatus_016
group_6125,,hypothetical protein,HEIJGMMO_01799,GPOEIMLL_00765,IJAHANFD_01041,DILGGDIB_01667,PACOMJFE_01258,DLCGALLP_01720,BFLOPMGA_00589,FDBKJOBC_00697,NKLAJGJN_00270,FONGECLK_03618,KCGFLPLG_00269,OLJLFCEF_00546,AABBIEKD_01359,KHFKBGOE_02355,MIHLPIAK_01453,FIKBGKBO_01028
group_6124,,hypothetical protein,HEIJGMMO_00464,GPOEIMLL_02039,IJAHANFD_00208,DILGGDIB_01121,PACOMJFE_01503,DLCGALLP_00880,BFLOPMGA_00471,FDBKJOBC_00914,NKLAJGJN_03128,FONGECLK_00146,KCGFLPLG_03235,OLJLFCEF_00400,AABBIEKD_01440,KHFKBGOE_01191;KHFKBGOE_01192,MIHLPIAK_01699,FIKBGKBO_02125
yrdA,yrdA,Protein YrdA,HEIJGMMO_00334,GPOEIMLL_01078,IJAHANFD_00339,DILGGDIB_00035,PACOMJFE_01115,DLCGALLP_02642,BFLOPMGA_01509,FDBKJOBC_00782,NKLAJGJN_00419,FONGECLK_00495,KCGFLPLG_00413,OLJLFCEF_01241,AABBIEKD_00435,KHFKBGOE_02493,MIHLPIAK_01310,FIKBGKBO_00077
group_6118,,hypothetical protein,HEIJGMMO_00713,GPOEIMLL_02724,IJAHANFD_01211,DILGGDIB_03060,PACOMJFE_02407,DLCGALLP_00257,BFLOPMGA_03242,FDBKJOBC_02147,NKLAJGJN_03267,FONGECLK_03010,KCGFLPLG_03375,OLJLFCEF_01448,AABBIEKD_01245,KHFKBGOE_00570,MIHLPIAK_02491,FIKBGKBO_01559
ogt_2,ogt_2,Methylated-DNA--protein-cysteine methyltransferase,HEIJGMMO_03441,GPOEIMLL_03736,IJAHANFD_03769,DILGGDIB_02598,PACOMJFE_03684,DLCGALLP_03713,BFLOPMGA_02838,FDBKJOBC_03998,NKLAJGJN_03187,FONGECLK_02528,KCGFLPLG_03296,OLJLFCEF_04334,AABBIEKD_02950,KHFKBGOE_03357,MIHLPIAK_03702,FIKBGKBO_02741
group_6099,,hypothetical protein,HEIJGMMO_00102,GPOEIMLL_00930,IJAHANFD_00511,DILGGDIB_02368,PACOMJFE_02137,DLCGALLP_04145,BFLOPMGA_00142,FDBKJOBC_00221,NKLAJGJN_01073,FONGECLK_00864,KCGFLPLG_01220,OLJLFCEF_01046,AABBIEKD_03419,KHFKBGOE_02717,MIHLPIAK_02199,FIKBGKBO_02571
group_6095,,hypothetical protein,HEIJGMMO_01292,GPOEIMLL_00548,IJAHANFD_00825,DILGGDIB_01791,PACOMJFE_02449,DLCGALLP_03555,BFLOPMGA_03837,FDBKJOBC_00481,NKLAJGJN_03790,FONGECLK_01653,KCGFLPLG_03757,OLJLFCEF_03623,AABBIEKD_02235,KHFKBGOE_00421,MIHLPIAK_02533,FIKBGKBO_04039
sigW_3~~~sigW_6,sigW_3;sigW_6,ECF RNA polymerase sigma factor SigW,HEIJGMMO_03101,GPOEIMLL_00404,IJAHANFD_03504,DILGGDIB_01864,PACOMJFE_00211,DLCGALLP_01524,BFLOPMGA_02136,FDBKJOBC_03631,NKLAJGJN_02064,FONGECLK_00041,KCGFLPLG_02055,OLJLFCEF_00184,AABBIEKD_01626,KHFKBGOE_00152,MIHLPIAK_00210,FIKBGKBO_00417
recX,recX,Regulatory protein RecX,HEIJGMMO_00380,GPOEIMLL_01947,IJAHANFD_00292,DILGGDIB_03553,PACOMJFE_01411,DLCGALLP_00777,BFLOPMGA_01455,FDBKJOBC_00830,NKLAJGJN_00374,FONGECLK_00240,KCGFLPLG_00458,OLJLFCEF_00308,AABBIEKD_01533,KHFKBGOE_01294,MIHLPIAK_01607,FIKBGKBO_03361
bioD1,bioD1,ATP-dependent dethiobiotin synthetase BioD 1,HEIJGMMO_01511,GPOEIMLL_02373,IJAHANFD_02015,DILGGDIB_02831,PACOMJFE_01150,DLCGALLP_02761,BFLOPMGA_03696,FDBKJOBC_02542,NKLAJGJN_00160,FONGECLK_00778,KCGFLPLG_00160,OLJLFCEF_02111,AABBIEKD_02502,KHFKBGOE_01717,MIHLPIAK_01345,FIKBGKBO_01252
yhhW,yhhW,Quercetin 23-dioxygenase,HEIJGMMO_01429,GPOEIMLL_00710,IJAHANFD_00963,DILGGDIB_02902,PACOMJFE_03179,DLCGALLP_01782,BFLOPMGA_00651,FDBKJOBC_00619,NKLAJGJN_03102,FONGECLK_02199,KCGFLPLG_03142,OLJLFCEF_00608,AABBIEKD_01296,KHFKBGOE_00277,MIHLPIAK_01090,FIKBGKBO_00965
dtd3_2~~~dtd3_1,dtd3_2;dtd3_1,D-aminoacyl-tRNA deacylase,HEIJGMMO_00099,GPOEIMLL_00933,IJAHANFD_00514,DILGGDIB_02371,PACOMJFE_02134,DLCGALLP_04148,BFLOPMGA_00145,FDBKJOBC_00218,NKLAJGJN_01076,FONGECLK_00861,KCGFLPLG_01223,OLJLFCEF_01049,AABBIEKD_03422,KHFKBGOE_02720,MIHLPIAK_02196,FIKBGKBO_02574
tolR_1~~~tolR,tolR_1;tolR,Tol-Pal system protein TolR,HEIJGMMO_01897,GPOEIMLL_02986,IJAHANFD_02504,DILGGDIB_03743,PACOMJFE_03027,DLCGALLP_01089,BFLOPMGA_02302,FDBKJOBC_02824,NKLAJGJN_02364,FONGECLK_02336,KCGFLPLG_02355,OLJLFCEF_02248,AABBIEKD_02620,KHFKBGOE_01954,MIHLPIAK_03014,FIKBGKBO_03918
group_6079,,hypothetical protein,HEIJGMMO_01131,GPOEIMLL_01801,IJAHANFD_02598,DILGGDIB_02509,PACOMJFE_00598,DLCGALLP_00738,BFLOPMGA_03131,FDBKJOBC_01767,NKLAJGJN_01291,FONGECLK_02021,KCGFLPLG_01134,OLJLFCEF_02440,AABBIEKD_00684,KHFKBGOE_03509,MIHLPIAK_00731,FIKBGKBO_02948
group_6071,,hypothetical protein,HEIJGMMO_01643,GPOEIMLL_00145,IJAHANFD_02192,DILGGDIB_00698,PACOMJFE_00794,DLCGALLP_04111,BFLOPMGA_00794,FDBKJOBC_02629,NKLAJGJN_03541,FONGECLK_02113,KCGFLPLG_03559,OLJLFCEF_01767,AABBIEKD_00768,KHFKBGOE_02405,MIHLPIAK_00915,FIKBGKBO_00621
group_6067,,hypothetical protein,HEIJGMMO_01802,GPOEIMLL_00768,IJAHANFD_01044,DILGGDIB_01664,PACOMJFE_01254,DLCGALLP_01717,BFLOPMGA_00586,FDBKJOBC_00700,NKLAJGJN_00267,FONGECLK_03621,KCGFLPLG_00266,OLJLFCEF_00543,AABBIEKD_01362,KHFKBGOE_02352,MIHLPIAK_01449,FIKBGKBO_01031
gumD~~~wcaJ,gumD;wcaJ,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,HEIJGMMO_01800,GPOEIMLL_00766,IJAHANFD_01042,DILGGDIB_01666,PACOMJFE_01257,DLCGALLP_01719,BFLOPMGA_00588,FDBKJOBC_00698,NKLAJGJN_00269,FONGECLK_03619,KCGFLPLG_00268,OLJLFCEF_00545,AABBIEKD_01360,KHFKBGOE_02354,MIHLPIAK_01452,FIKBGKBO_01029
group_6066,,hypothetical protein,HEIJGMMO_00273,GPOEIMLL_01042,IJAHANFD_00624,DILGGDIB_00966,PACOMJFE_03816,DLCGALLP_00016,BFLOPMGA_00253,FDBKJOBC_00107,NKLAJGJN_00850,FONGECLK_01743,KCGFLPLG_00713,OLJLFCEF_02674,AABBIEKD_01675,KHFKBGOE_01308,MIHLPIAK_04189,FIKBGKBO_01046
dut,dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,HEIJGMMO_02963,GPOEIMLL_01620,IJAHANFD_01385,DILGGDIB_03397,PACOMJFE_03551,DLCGALLP_00539,BFLOPMGA_02588,FDBKJOBC_01532,NKLAJGJN_03618,FONGECLK_03107,KCGFLPLG_03643,OLJLFCEF_03557,AABBIEKD_03527,KHFKBGOE_00767,MIHLPIAK_03439,FIKBGKBO_03417
gtfA_2,gtfA_2,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit,HEIJGMMO_01130,GPOEIMLL_01802,IJAHANFD_02597,DILGGDIB_02510,PACOMJFE_00599,DLCGALLP_00737,BFLOPMGA_03132,FDBKJOBC_01766,NKLAJGJN_01290,FONGECLK_02022,KCGFLPLG_01133,OLJLFCEF_02441,AABBIEKD_00683,KHFKBGOE_03510,MIHLPIAK_00730,FIKBGKBO_02949
zwf,zwf,Glucose-6-phosphate 1-dehydrogenase,HEIJGMMO_01522,GPOEIMLL_02362,IJAHANFD_02004,DILGGDIB_02820,PACOMJFE_01139,DLCGALLP_02745,BFLOPMGA_03685,FDBKJOBC_02531,NKLAJGJN_00149,FONGECLK_00790,KCGFLPLG_00149,OLJLFCEF_02122,AABBIEKD_02490,KHFKBGOE_01728,MIHLPIAK_01334,FIKBGKBO_01263
mepA_7~~~mepA_6,mepA_7;mepA_6,Multidrug export protein MepA,HEIJGMMO_03436,GPOEIMLL_03148,IJAHANFD_03774,DILGGDIB_02593,PACOMJFE_03689,DLCGALLP_03719,BFLOPMGA_02833,FDBKJOBC_03993,NKLAJGJN_03182,FONGECLK_02523,KCGFLPLG_03291,OLJLFCEF_03391,AABBIEKD_02945,KHFKBGOE_03352,MIHLPIAK_03707,FIKBGKBO_02736
group_6049,,hypothetical protein,HEIJGMMO_02918,GPOEIMLL_03117,IJAHANFD_03423,DILGGDIB_02562,PACOMJFE_03871,DLCGALLP_03749,BFLOPMGA_02788,FDBKJOBC_03495,NKLAJGJN_03343,FONGECLK_01831,KCGFLPLG_03451,OLJLFCEF_03360,AABBIEKD_02914,KHFKBGOE_03321,MIHLPIAK_03734,FIKBGKBO_02705
group_6047,,hypothetical protein,HEIJGMMO_03497,GPOEIMLL_00153,IJAHANFD_03906,DILGGDIB_00706,PACOMJFE_00786,DLCGALLP_00930,BFLOPMGA_00786,FDBKJOBC_04169,NKLAJGJN_03533,FONGECLK_02105,KCGFLPLG_03567,OLJLFCEF_04052,AABBIEKD_00760,KHFKBGOE_02397,MIHLPIAK_00923,FIKBGKBO_00629
group_6045,,hypothetical protein,HEIJGMMO_02208,GPOEIMLL_02816,IJAHANFD_02823,DILGGDIB_00345,PACOMJFE_02606,DLCGALLP_02318,BFLOPMGA_02508,FDBKJOBC_02928,NKLAJGJN_02558,FONGECLK_02498,KCGFLPLG_02631,OLJLFCEF_03134,AABBIEKD_03338,KHFKBGOE_02764,MIHLPIAK_02690,FIKBGKBO_02488
group_6044,,hypothetical protein,HEIJGMMO_02940,GPOEIMLL_03088,IJAHANFD_03399,DILGGDIB_02539,PACOMJFE_04174,DLCGALLP_04156,BFLOPMGA_02764,FDBKJOBC_03462,NKLAJGJN_03320,FONGECLK_01855,KCGFLPLG_03428,OLJLFCEF_03331,AABBIEKD_02890,KHFKBGOE_03299,MIHLPIAK_04172,FIKBGKBO_02682
group_6043,,hypothetical protein,HEIJGMMO_00181,GPOEIMLL_01466,IJAHANFD_00717,DILGGDIB_00875,PACOMJFE_02037,DLCGALLP_00124,BFLOPMGA_03869,FDBKJOBC_00014,NKLAJGJN_00766,FONGECLK_01428,KCGFLPLG_00797,OLJLFCEF_01533,AABBIEKD_01759,KHFKBGOE_04307,MIHLPIAK_01999,FIKBGKBO_01139
group_6042,,hypothetical protein,HEIJGMMO_00065,GPOEIMLL_00967,IJAHANFD_00548,DILGGDIB_02303,PACOMJFE_02100,DLCGALLP_03035,BFLOPMGA_00179,FDBKJOBC_00184,NKLAJGJN_01110,FONGECLK_01677,KCGFLPLG_01257,OLJLFCEF_03000,AABBIEKD_02011,KHFKBGOE_03012,MIHLPIAK_02162,FIKBGKBO_02873
group_6041,,hypothetical protein,HEIJGMMO_00061,GPOEIMLL_00971,IJAHANFD_00552,DILGGDIB_02299,PACOMJFE_02096,DLCGALLP_03039,BFLOPMGA_00183,FDBKJOBC_00180,NKLAJGJN_01114,FONGECLK_01681,KCGFLPLG_01261,OLJLFCEF_03004,AABBIEKD_02015,KHFKBGOE_03008,MIHLPIAK_02158,FIKBGKBO_02869
dpp7_1~~~dpp7_3,dpp7_1;dpp7_3,Dipeptidyl-peptidase 7,HEIJGMMO_02647,GPOEIMLL_01261,IJAHANFD_03121,DILGGDIB_03477,PACOMJFE_02169,DLCGALLP_00394,BFLOPMGA_04027,FDBKJOBC_04061,NKLAJGJN_03665,FONGECLK_01441,KCGFLPLG_03693,OLJLFCEF_01639,AABBIEKD_02350,KHFKBGOE_04356,MIHLPIAK_02231,FIKBGKBO_01665
group_6040,,hypothetical protein,HEIJGMMO_00536,GPOEIMLL_02760,IJAHANFD_00090,DILGGDIB_00999,PACOMJFE_01726,DLCGALLP_03838,BFLOPMGA_00398,FDBKJOBC_01266,NKLAJGJN_02708,FONGECLK_03507,KCGFLPLG_02781,OLJLFCEF_00470,AABBIEKD_01789,KHFKBGOE_02910,MIHLPIAK_02019,FIKBGKBO_01329
nagB_1,;nagB_1,hypothetical protein;Glucosamine-6-phosphate deaminase,HEIJGMMO_01523,GPOEIMLL_02361,IJAHANFD_02003,DILGGDIB_02819,PACOMJFE_01138,DLCGALLP_02744,BFLOPMGA_03684,FDBKJOBC_02530,NKLAJGJN_00148,FONGECLK_00791,KCGFLPLG_00148,OLJLFCEF_02123,AABBIEKD_02489,KHFKBGOE_01729,MIHLPIAK_01333,FIKBGKBO_01264
group_6037,,hypothetical protein,HEIJGMMO_01969,GPOEIMLL_01662,IJAHANFD_01341,DILGGDIB_03173,PACOMJFE_02252,DLCGALLP_00496,BFLOPMGA_02900,FDBKJOBC_01576,NKLAJGJN_02411,FONGECLK_01523,KCGFLPLG_02425,OLJLFCEF_01738,AABBIEKD_02268,KHFKBGOE_00723,MIHLPIAK_02314,FIKBGKBO_01579
group_6036,,hypothetical protein,HEIJGMMO_01465,GPOEIMLL_02418,IJAHANFD_02062,DILGGDIB_01607,PACOMJFE_01196,DLCGALLP_02568,BFLOPMGA_00527,FDBKJOBC_02588,NKLAJGJN_00207,FONGECLK_00727,KCGFLPLG_00207,OLJLFCEF_02066,AABBIEKD_02553,KHFKBGOE_01672,MIHLPIAK_01391,FIKBGKBO_01206
group_6034,,hypothetical protein,HEIJGMMO_01068;HEIJGMMO_01069,GPOEIMLL_01865,IJAHANFD_02791,DILGGDIB_01985,PACOMJFE_00655,DLCGALLP_00674,BFLOPMGA_02412,FDBKJOBC_01705,NKLAJGJN_01233,FONGECLK_02315,KCGFLPLG_01076,OLJLFCEF_02751,AABBIEKD_00624,KHFKBGOE_03122;KHFKBGOE_03123,MIHLPIAK_00674,FIKBGKBO_01811
group_6031,,hypothetical protein,HEIJGMMO_00251,GPOEIMLL_01530,IJAHANFD_00647,DILGGDIB_00944,PACOMJFE_01980,DLCGALLP_00038,BFLOPMGA_04311,FDBKJOBC_00084,NKLAJGJN_00828,FONGECLK_01374,KCGFLPLG_00735,OLJLFCEF_01597,AABBIEKD_01697,KHFKBGOE_01375,MIHLPIAK_01942,FIKBGKBO_01068
sasA_7~~~sasA_1,sasA_7;sasA_1,Adaptive-response sensory-kinase SasA,HEIJGMMO_00338,GPOEIMLL_01074,IJAHANFD_00335,DILGGDIB_00031,PACOMJFE_03373,DLCGALLP_02039,BFLOPMGA_01505,FDBKJOBC_00787,NKLAJGJN_00415,FONGECLK_03013,KCGFLPLG_00417,OLJLFCEF_01237,AABBIEKD_03507,KHFKBGOE_02489,MIHLPIAK_03271,FIKBGKBO_00073
group_6029,,hypothetical protein,HEIJGMMO_00832,GPOEIMLL_02897,IJAHANFD_01099,DILGGDIB_03277,PACOMJFE_03844,DLCGALLP_03396,BFLOPMGA_01982,FDBKJOBC_03021,NKLAJGJN_00103,FONGECLK_00836,KCGFLPLG_00103,OLJLFCEF_02522,AABBIEKD_03011,KHFKBGOE_03401,MIHLPIAK_03680,FIKBGKBO_02040
group_6028,,hypothetical protein,HEIJGMMO_00253,GPOEIMLL_01532,IJAHANFD_00645,DILGGDIB_00946,PACOMJFE_01978,DLCGALLP_00036,BFLOPMGA_00273,FDBKJOBC_00086,NKLAJGJN_00830,FONGECLK_01372,KCGFLPLG_00733,OLJLFCEF_01599,AABBIEKD_01695,KHFKBGOE_01373,MIHLPIAK_01940,FIKBGKBO_01066
group_6027,,hypothetical protein,HEIJGMMO_01273,GPOEIMLL_00536,IJAHANFD_01963,DILGGDIB_00394,PACOMJFE_00055,DLCGALLP_02200,BFLOPMGA_02556,FDBKJOBC_01909,NKLAJGJN_01503,FONGECLK_01229,KCGFLPLG_01349,OLJLFCEF_03903,AABBIEKD_01977,KHFKBGOE_01611;KHFKBGOE_01612;KHFKBGOE_04378,MIHLPIAK_00054,FIKBGKBO_00257
group_6026,,hypothetical protein,HEIJGMMO_03280,GPOEIMLL_03543,IJAHANFD_03298,DILGGDIB_02611,PACOMJFE_04068,DLCGALLP_00378,BFLOPMGA_01587,FDBKJOBC_03921,NKLAJGJN_03938,FONGECLK_03702,KCGFLPLG_03932,OLJLFCEF_03475,AABBIEKD_03818,KHFKBGOE_04231,MIHLPIAK_03968,FIKBGKBO_03091
group_6025,,Beta-monoglucosyldiacylglycerol synthase;hypothetical protein,HEIJGMMO_01136,GPOEIMLL_01796,IJAHANFD_02603,DILGGDIB_02504,PACOMJFE_00593,DLCGALLP_00743,BFLOPMGA_03126,FDBKJOBC_01772,NKLAJGJN_01296,FONGECLK_02016,KCGFLPLG_01139,OLJLFCEF_02435,AABBIEKD_00689,KHFKBGOE_00843,MIHLPIAK_00736,FIKBGKBO_02943
napF,napF,Ferredoxin-type protein NapF,HEIJGMMO_03345,GPOEIMLL_01227,IJAHANFD_02419,DILGGDIB_00301,PACOMJFE_00969,DLCGALLP_03774,BFLOPMGA_03536,FDBKJOBC_02064,NKLAJGJN_01462,FONGECLK_00662,KCGFLPLG_01595,OLJLFCEF_01185,AABBIEKD_04099,KHFKBGOE_02827,MIHLPIAK_01164,FIKBGKBO_00244
hemW,hemW,Heme chaperone HemW,HEIJGMMO_03512,GPOEIMLL_00168,IJAHANFD_03921,DILGGDIB_00721,PACOMJFE_00771,DLCGALLP_00944,BFLOPMGA_00771,FDBKJOBC_04154,NKLAJGJN_03518,FONGECLK_02090,KCGFLPLG_03582,OLJLFCEF_04067,AABBIEKD_00745,KHFKBGOE_02383,MIHLPIAK_00938,FIKBGKBO_00644
nagA_2,nagA_2,N-acetylglucosamine-6-phosphate deacetylase,HEIJGMMO_01699,GPOEIMLL_00094,IJAHANFD_02139,DILGGDIB_00642,PACOMJFE_00852,DLCGALLP_01213,BFLOPMGA_00831,FDBKJOBC_02682,NKLAJGJN_00982,FONGECLK_02158,KCGFLPLG_00896,OLJLFCEF_01872,AABBIEKD_00822,KHFKBGOE_02093,MIHLPIAK_00857,FIKBGKBO_00585
yfkN_2~~~yfkN_1,yfkN_2;yfkN_1,Trifunctional nucleotide phosphoesterase protein YfkN,HEIJGMMO_01456,GPOEIMLL_02427,IJAHANFD_02071,DILGGDIB_01615,PACOMJFE_01205,DLCGALLP_02577,BFLOPMGA_00536,FDBKJOBC_02597,NKLAJGJN_00216,FONGECLK_00718,KCGFLPLG_00215,OLJLFCEF_02056,AABBIEKD_02561,KHFKBGOE_01663,MIHLPIAK_01400,FIKBGKBO_01197
group_6020,,hypothetical protein,HEIJGMMO_02754,GPOEIMLL_03523,IJAHANFD_03236,DILGGDIB_02631,PACOMJFE_00026,DLCGALLP_00363,BFLOPMGA_01607,FDBKJOBC_03525,NKLAJGJN_03374,FONGECLK_02829,KCGFLPLG_02464,OLJLFCEF_03495,AABBIEKD_03447,KHFKBGOE_04284,MIHLPIAK_00026,FIKBGKBO_01440
btuB_6~~~btuB_1,btuB_6;btuB_1,Vitamin B12 transporter BtuB,HEIJGMMO_00371,GPOEIMLL_01045,IJAHANFD_00301,DILGGDIB_00002,PACOMJFE_03401,DLCGALLP_02067,BFLOPMGA_01464,FDBKJOBC_00821,NKLAJGJN_00387,FONGECLK_03041,KCGFLPLG_00445,OLJLFCEF_01209,AABBIEKD_03479,KHFKBGOE_02472,MIHLPIAK_03298,FIKBGKBO_03892
folB,folB,Dihydroneopterin aldolase,HEIJGMMO_03496,GPOEIMLL_00152,IJAHANFD_03905,DILGGDIB_00705,PACOMJFE_00787,DLCGALLP_04118,BFLOPMGA_00787,FDBKJOBC_04170,NKLAJGJN_03534,FONGECLK_02106,KCGFLPLG_03566,OLJLFCEF_04051,AABBIEKD_00761,KHFKBGOE_02398,MIHLPIAK_00922,FIKBGKBO_00628
nanM,nanM,N-acetylneuraminate epimerase,HEIJGMMO_01695,GPOEIMLL_00098,IJAHANFD_02143,DILGGDIB_00646,PACOMJFE_00848,DLCGALLP_01209,BFLOPMGA_00827,FDBKJOBC_02678,NKLAJGJN_00986,FONGECLK_02154,KCGFLPLG_00892,OLJLFCEF_01868,AABBIEKD_00818,KHFKBGOE_02089,MIHLPIAK_00861,FIKBGKBO_00589
sigW_5~~~sigW_3,sigW_5;sigW_3,ECF RNA polymerase sigma factor SigW,HEIJGMMO_01386,GPOEIMLL_00668,IJAHANFD_00919,DILGGDIB_02166,PACOMJFE_01846,DLCGALLP_01654,BFLOPMGA_00694,FDBKJOBC_00575,NKLAJGJN_03572,FONGECLK_03833,KCGFLPLG_03612,OLJLFCEF_00651,AABBIEKD_02142,KHFKBGOE_00328,MIHLPIAK_01047,FIKBGKBO_00921
group_6015,,hypothetical protein,HEIJGMMO_00383,GPOEIMLL_01950,IJAHANFD_00289,DILGGDIB_03556,PACOMJFE_01414,DLCGALLP_00780,BFLOPMGA_01452,FDBKJOBC_00833,NKLAJGJN_00371,FONGECLK_00237,KCGFLPLG_00461,OLJLFCEF_00311,AABBIEKD_01530,KHFKBGOE_01291,MIHLPIAK_01610,FIKBGKBO_03364
group_6014,,hypothetical protein,HEIJGMMO_01316,GPOEIMLL_00572,IJAHANFD_00849,DILGGDIB_02226,PACOMJFE_02473,DLCGALLP_04096,BFLOPMGA_03078,FDBKJOBC_00505,NKLAJGJN_03766,FONGECLK_01629,KCGFLPLG_03733,OLJLFCEF_03599,AABBIEKD_02211,KHFKBGOE_00397,MIHLPIAK_02557,FIKBGKBO_00846
rhaR_4~~~rhaR_1~~~rhaR_3,rhaR_4;rhaR_1;rhaR_3,HTH-type transcriptional activator RhaR,HEIJGMMO_00223,GPOEIMLL_01508,IJAHANFD_00675,DILGGDIB_00919,PACOMJFE_02001,DLCGALLP_00082,BFLOPMGA_03645,FDBKJOBC_00056,NKLAJGJN_00806,FONGECLK_01395,KCGFLPLG_00757,OLJLFCEF_01575,AABBIEKD_01719,KHFKBGOE_01398,MIHLPIAK_01963,FIKBGKBO_01097
group_6011,,hypothetical protein,HEIJGMMO_00205,GPOEIMLL_01490,IJAHANFD_00693,DILGGDIB_00899,PACOMJFE_02013,DLCGALLP_00101,BFLOPMGA_03845,FDBKJOBC_00038,NKLAJGJN_00790,FONGECLK_01404,KCGFLPLG_00773,OLJLFCEF_01557,AABBIEKD_01735,KHFKBGOE_01415,MIHLPIAK_01975,FIKBGKBO_01115;FIKBGKBO_01114
atsA_2~~~atsA_4,atsA_2;atsA_4,Arylsulfatase,HEIJGMMO_02343,GPOEIMLL_02583,IJAHANFD_02310,DILGGDIB_03703,PACOMJFE_02341,DLCGALLP_02410,BFLOPMGA_01388,FDBKJOBC_03054,NKLAJGJN_02508,FONGECLK_01102,KCGFLPLG_02581,OLJLFCEF_00918,AABBIEKD_00560,KHFKBGOE_03969,MIHLPIAK_03518,FIKBGKBO_03773
rcsC_29~~~rcsC_14,rcsC_29;rcsC_14,Sensor histidine kinase RcsC,HEIJGMMO_01464,GPOEIMLL_02419,IJAHANFD_02063,DILGGDIB_01608,PACOMJFE_01197,DLCGALLP_02569,BFLOPMGA_00528,FDBKJOBC_02589,NKLAJGJN_00208,FONGECLK_00726,KCGFLPLG_00208,OLJLFCEF_02065,AABBIEKD_02554,KHFKBGOE_01671,MIHLPIAK_01392,FIKBGKBO_01205
lacZ_7~~~lacZ_8~~~lacZ_2,lacZ_7;lacZ_8;lacZ_2,Beta-galactosidase,HEIJGMMO_00249,GPOEIMLL_01528,IJAHANFD_00649,DILGGDIB_00942,PACOMJFE_01982,DLCGALLP_00040,BFLOPMGA_04309,FDBKJOBC_00082,NKLAJGJN_00826,FONGECLK_01376,KCGFLPLG_00737,OLJLFCEF_01595,AABBIEKD_01699,KHFKBGOE_01377,MIHLPIAK_01944,FIKBGKBO_01070
group_6008,,hypothetical protein,HEIJGMMO_00090,GPOEIMLL_00942,IJAHANFD_00523,DILGGDIB_02380,PACOMJFE_02125,DLCGALLP_04042,BFLOPMGA_00154,FDBKJOBC_00209,NKLAJGJN_01085,FONGECLK_00852,KCGFLPLG_01232,OLJLFCEF_02975,AABBIEKD_01986,KHFKBGOE_02729,MIHLPIAK_02187,FIKBGKBO_02583
group_5989,,hypothetical protein,HEIJGMMO_01806,GPOEIMLL_00772,IJAHANFD_01048,DILGGDIB_01660,PACOMJFE_01250,DLCGALLP_01713,BFLOPMGA_00582,FDBKJOBC_00704,NKLAJGJN_00263,FONGECLK_03270,KCGFLPLG_00262,OLJLFCEF_00539,AABBIEKD_01366,KHFKBGOE_02348,MIHLPIAK_01445,FIKBGKBO_01035
gltD,gltD,Glutamate synthase [NADPH] small chain,HEIJGMMO_03422,GPOEIMLL_01770,IJAHANFD_03746,DILGGDIB_02478,PACOMJFE_00567,DLCGALLP_00763,BFLOPMGA_03100,FDBKJOBC_03972,NKLAJGJN_01323,FONGECLK_03585,KCGFLPLG_01166,OLJLFCEF_02409,AABBIEKD_00716,KHFKBGOE_00817,MIHLPIAK_00762,FIKBGKBO_03672
group_5987,,hypothetical protein,HEIJGMMO_00781,GPOEIMLL_03227,IJAHANFD_01143,DILGGDIB_01353,PACOMJFE_04227,DLCGALLP_00190,BFLOPMGA_01569,FDBKJOBC_02977,NKLAJGJN_00058,FONGECLK_02687,KCGFLPLG_00058,OLJLFCEF_01519,AABBIEKD_01070,KHFKBGOE_00636,MIHLPIAK_04224,FIKBGKBO_01983
group_5985,,hypothetical protein,HEIJGMMO_00914,GPOEIMLL_02124,IJAHANFD_01749,DILGGDIB_00802,PACOMJFE_00505;PACOMJFE_00506,DLCGALLP_02184;DLCGALLP_02183,BFLOPMGA_03182,FDBKJOBC_01420,NKLAJGJN_00599;NKLAJGJN_00598,FONGECLK_00440;FONGECLK_00439,KCGFLPLG_00598;KCGFLPLG_00599,OLJLFCEF_02856,AABBIEKD_00058;AABBIEKD_00057,KHFKBGOE_02019;KHFKBGOE_02020,MIHLPIAK_00502;MIHLPIAK_00501,FIKBGKBO_00772;FIKBGKBO_00771
group_5984,per1_2;,Extended-spectrum beta-lactamase PER-1;hypothetical protein,HEIJGMMO_02883,GPOEIMLL_02238,IJAHANFD_03381,DILGGDIB_01462,PACOMJFE_03218,DLCGALLP_03118,BFLOPMGA_03603,FDBKJOBC_02333,NKLAJGJN_01803,FONGECLK_03786,KCGFLPLG_01795,OLJLFCEF_04005,AABBIEKD_00927,KHFKBGOE_03863,MIHLPIAK_03230,FIKBGKBO_02448
